,Track ID,Clip ID,Bout Call ID * formerly Neckband Nr; but no single entry was made,Goose ID,upper left,mid left,lower left,upper right,mid right,lower right,Location,Day,Month,Year,Date,Time,Recorder,Microphone,Comment,Wav Treatment,Context,Recorder ID,...24,Begin Time (s),End Time (s),Call Type,unsure,same_track
14,GT00003,G00038,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,9.954716553,10.110068027,recruitment,0,True
15,GT00003,G00039,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,10.126349206,10.278503401,recruitment,0,True
16,GT00003,G00040,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,10.301133787,10.450113379,recruitment,0,True
17,GT00003,G00041,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,10.520430839,10.669410431,recruitment,0,True
18,GT00003,G00042,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,11.783703672,11.919962176,recruitment,0,True
19,GT00003,G00043,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,12.007755102,12.147210884,recruitment,0,True
20,GT00003,G00044,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,12.185291316,12.346991996,recruitment,0,True
21,GT00003,G00045,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,12.386814341,12.551689624,recruitment,0,True
22,GT00003,G00046,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,12.581635286,12.733789481,recruitment,0,True
23,GT00003,G00047,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,12.773673469,12.92585034,recruitment,0,True
24,GT00003,G00048,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,19.597434982,19.733716162,recruitment,0,True
25,GT00003,G00049,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,19.822653061,19.981156463,recruitment,0,True
26,GT00003,G00050,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,20.022857143,20.175034014,recruitment,0,True
27,GT00003,G00051,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,20.216734694,20.38478458,recruitment,0,True
28,GT00003,G00052,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,20.416938776,20.565918367,recruitment,0,True
29,GT00003,G00053,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,20.594920635,20.74707483,recruitment,0,True
30,GT00003,G00054,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,20.782426304,20.934580499,recruitment,0,True
31,GT00003,G00055,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,22.218707645,22.37086184,recruitment,0,True
32,GT00003,G00056,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,22.434734911,22.593260988,recruitment,0,True
33,GT00003,G00057,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,22.618730184,22.783605467,recruitment,0,True
34,GT00003,G00058,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,22.813219955,22.984444444,recruitment,0,True
35,GT00003,G00059,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,22.989862921,23.164284689,recruitment,0,True
36,GT00003,G00060,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,23.194580499,23.346734694,recruitment,0,True
37,GT00003,G00061,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,26.621256836,26.763887221,recruitment,0,True
38,GT00003,G00062,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,26.833469388,27.001519274,recruitment,0,True
39,GT00003,G00063,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,27.020975057,27.198571429,recruitment,0,True
40,GT00003,G00064,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,27.218027211,27.379727891,recruitment,0,True
41,GT00003,G00065,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,27.40553288,27.570408163,recruitment,0,True
42,GT00003,G00066,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,27.624807256,27.78968254,recruitment,0,True
43,GT00003,G00067,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,28.74031746,28.902018141,recruitment,0,True
44,GT00003,G00068,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,28.950068027,29.118117914,recruitment,0,True
45,GT00003,G00069,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,29.147120181,29.321519274,recruitment,0,True
46,GT00003,G00070,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,29.33462585,29.502675737,recruitment,0,True
47,GT00003,G00071,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,29.525429452,29.677606322,recruitment,0,True
48,GT00003,G00072,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,29.6969161,29.864965986,recruitment,0,True
49,GT00003,G00073,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,29.881247166,30.052471655,recruitment,0,True
50,GT00003,G00074,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,41.934668028,42.080473017,recruitment,0,True
51,GT00003,G00075,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,42.177210884,42.31984127,recruitment,0,True
52,GT00003,G00076,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,42.37106576,42.526417234,recruitment,0,True
53,GT00003,G00077,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,42.561768707,42.729818594,recruitment,0,True
54,GT00003,G00078,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,42.749274376,42.917324263,recruitment,0,True
55,GT00003,G00079,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,42.946303855,43.111179138,recruitment,0,True
56,GT00003,G00080,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,43.14015873,43.305034014,recruitment,0,True
57,GT00003,G00081,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,48.835283447,49.00015873,recruitment,0,True
58,GT00003,G00082,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,49.035487528,49.228979592,recruitment,0,True
59,GT00003,G00083,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,49.219818594,49.400589569,recruitment,0,True
60,GT00003,G00084,,Smoky,Yellow,ALU,,green,black,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,9.30am,,Sennheiser MKE 600,before flying away,,,Marie,,49.401287877,49.562362917,recruitment,0,True
61,GT00005,G00101,,Ingeborg,red,ALU,,black,blue,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,6.00pm,,Sennheiser MKE 600,"loud call,  car and goose in background, not sure if distance call",,,Marie,,2.816802721,3.544580499,distance,0,False
62,GT00006,G00102,,Ingeborg,red,ALU,,black,blue,,KLF grass,4.0,9.0,2020.0,04.Sep.2020,6.00pm,,Sennheiser MKE 600,,,,Marie,,1.402630385,2.341133787,distance,0,False
63,GT00009,G00155,,Kiki,black,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,,,,Marie,,3.359863946,4.149307856,distance,1,False
64,GT00010,G00156,,Kiki,black,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,,,,Marie,,0.613809524,1.257316148,distance,1,False
65,GT00011,G00158,,Kiki,black,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,distress [note Jonas 10.6.2024: definitely no recruitment call],,,Marie,,1.941950113,2.805180347,distance,0,False
66,GT00011,G00160,,Kiki,black,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,distress  [note Jonas 10.6.2024: definitely no recruitment call],,,Marie,,6.267687075,6.894553507,distance,0,True
67,GT00011,G00157,,Kruemmel,red,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,distress,,,Marie,,1.082201555,1.886732975,unknown,0,True
68,GT00011,G00159,,Kruemmel,red,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,distress [Jonas 9.4.2024: think mislabelled call type],,,Marie,,5.369172716,6.182441587,unknown,0,True
69,GT00013,G00162,,Kruemmel,red,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,was left by Kiki,,,Marie,,2.348344671,3.160249433,distance,0,False
70,GT00013,G00163,,Kruemmel,red,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,was left by Kiki,,,Marie,,6.313217221,6.5314942,unknown,0,True
71,GT00013,G00164,,Kruemmel,red,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,was left by Kiki,,,Marie,,7.706190476,8.063718821,unknown,0,True
72,GT00013,G00165,,Kruemmel,red,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,was left by Kiki,,,Marie,,8.771723356,9.133287982,unknown,0,True
73,GT00013,G00166,,Kruemmel,red,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,was left by Kiki,,,Marie,,16.493386961,17.319587376,distance,0,True
75,GT00016,G00183,,Kiki,black,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,,,,Marie,,0.170340136,0.648435374,loud,0,False
76,GT00016,G00184,,Kiki,black,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,,,,Marie,,1.328820862,1.745941043,loud,0,True
77,GT00016,G00185,,Kiki,black,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,,,,Marie,,2.818276644,3.217981859,loud,0,True
78,GT00016,G00186,,Kiki,black,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,,,,Marie,,4.046439909,4.646485261,loud,0,True
79,GT00016,G00187,,Kiki,black,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,,,,Marie,,5.170068027,5.996575964,loud,0,True
80,GT00016,G00188,,Kiki,black,,,orange,ALU,green,KLF grass,5.0,9.0,2020.0,05.Sep 2020,6.30am,,Sennheiser MKE 600,,,,Marie,,6.380793651,6.867619048,loud,0,True
81,GT00018,G00192,,Hedwig,blue,ALU,black,white,,,KLF grass,5.0,9.0,2020.0,05.Sep 2020,9.30am,,Sennheiser MKE 600,,,,Marie,,1.04569161,1.209047619,unknown,0,False
82,GT00018,G00193,,Hedwig,blue,ALU,black,white,,,KLF grass,5.0,9.0,2020.0,05.Sep 2020,9.30am,,Sennheiser MKE 600,,,,Marie,,4.49170068,4.711428571,unknown,0,True
83,GT00018,G00194,,Hedwig,blue,ALU,black,white,,,KLF grass,5.0,9.0,2020.0,05.Sep 2020,9.30am,,Sennheiser MKE 600,,,,Marie,,7.313900227,7.532675737,unknown,0,True
84,GT00018,G00195,,Hedwig,blue,ALU,black,white,,,KLF grass,5.0,9.0,2020.0,05.Sep 2020,9.30am,,Sennheiser MKE 600,,,,Marie,,13.623446712,13.83,unknown,0,True
85,GT00018,G00196,,Hedwig,blue,ALU,black,white,,,KLF grass,5.0,9.0,2020.0,05.Sep 2020,9.30am,,Sennheiser MKE 600,,,,Marie,,17.24324263,17.439478458,unknown,0,True
86,GT00021,G00203,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,-0.03,1.111545624,distance,0,False
87,GT00021,G00206,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,3.826554935,3.998666185,greeting,0,True
88,GT00021,G00207,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,3.966077098,4.189954649,greeting,0,True
89,GT00021,G00208,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,4.131638734,4.306648045,greeting,0,True
90,GT00021,G00209,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,4.266443203,4.446182495,greeting,0,True
91,GT00021,G00210,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,4.401247672,4.585716946,greeting,0,True
92,GT00021,G00211,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,4.537501172,4.752182254,greeting,0,True
93,GT00021,G00212,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,4.699769569,4.930472517,greeting,0,True
94,GT00021,G00213,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,5.042160149,5.207446003,greeting,0,True
95,GT00021,G00214,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,5.18405959,5.330689013,greeting,0,True
96,GT00021,G00215,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,5.302309125,5.472588454,greeting,0,True
97,GT00021,G00216,,Bianca,,white,,,,,KLF grass,6.0,9.0,2020.0,06.Sep 2020,7.10am,,Sennheiser MKE 600,,,,Marie,,5.453668529,5.634058957,greeting,0,True
100,GT00022,G00217,,Olga,Yellow,ALU,bwb,red,,,KLF grass,7.0,9.0,2020.0,07.Sep 2020,11.00am,,Sennheiser MKE 601,walking alone,,,Marie,,0.863955079,1.626444752,distance,0,False
101,GT00023,G00218,,Olga,Yellow,ALU,bwb,red,,,KLF grass,7.0,9.0,2020.0,07.Sep 2020,11.00am,,Sennheiser MKE 600,walking alone,,,Marie,,2.330060426,3.05523537,distance,0,False
102,GT00024,G00219,,Dagobert,black,ALU,red,red,black,,KLF grass,7.0,9.0,2020.0,07.Sep 2020,11.00am,,Sennheiser MKE 600,was sitting in the group,,,Marie,,2.204829932,3.272698413,distance,1,False
103,GT00025,G00220,,Jafar,black,ALU,white,red,,,KLF grass,7.0,9.0,2020.0,07.Sep 2020,11.00am,,Sennheiser MKE 600,surrounded by 4 geese that sit and sleep,,,Marie,,1.195202697,2.437460317,distance,1,False
104,GT00026,G00221,,Kruemmel,red,,,orange,ALU,green,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 601,,,,Marie,,0.514912527,1.345510204,distance,1,False
105,GT00026,G00222,,Kruemmel,red,,,orange,ALU,green,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 602,,,,Marie,,3.293867923,4.275170068,distance,1,True
106,GT00027,G00223,,Idgie,silver,ALU,red,silver,,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 600,"one goose next to him,  other geese sitting also sleeping",,,Marie,,0.525142364,1.570900001,distance,1,False
107,GT00027,G00224,,Idgie,silver,ALU,red,silver,,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 600,"one goose next to him,  other geese sitting also sleeping",,,Marie,,2.479665041,3.492601281,distance,1,True
108,GT00027,G00225,,Idgie,silver,ALU,red,silver,,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 600,"one goose next to him,  other geese sitting also sleeping",,,Marie,,5.582414841,6.352020029,distance,1,True
109,GT00027,G00227,,Idgie,silver,ALU,red,silver,,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 600,,,,Marie,,7.39901632,7.503139374,contact,1,True
110,GT00027,G00226,,Idgie,silver,ALU,red,silver,,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 600,,,,Marie,,6.921408394,7.310738077,unknown,0,True
111,GT00028,G00228,,Brooklyn,bwb,yellow,,green,ALU,rwr,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 600,in group,,,Marie,,4.275036565,5.576417559,distance,1,False
112,GT00029,G00229,,Leberbluemchen,,ALU,green,green,yellow,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 600,"walks around,  partner not next to it, next goose 2m away",,,Marie,,0.092267574,0.783922902,distance,0,False
113,GT00030,G00230,,Lausbursch,Yellow,ALU,blue,orange,light blue,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 600,in group,,,Marie,,0.285575053,1.200689164,distance,1,False
114,GT00031,G00231,,Leberbluemchen,,ALU,green,green,yellow,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 600,"walks around,  partner not next to it, next goose 2m away",,,Marie,,0.174994996,1.369417525,distance,0,False
115,GT00033,G00233,,Kiki,black,,,orange,ALU,green,KLF grass,8.0,9.0,2020.0,08.Sep 2020,7.20am,,Sennheiser MKE 600,,,,Marie,,0.739819209,1.742020176,distance,1,False
116,GT00034,G00234,,LindyHop,pink,ALU,,yellow,green,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,9.00am,,Sennheiser MKE 600,other goose walks behind it,,,Marie,,2.847786048,3.717942896,distance,1,False
117,GT00035,G00235,,Dagobert,black,ALU,red,red,black,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,9.00am,,Sennheiser MKE 600,in group,,,Marie,,0.217301587,0.674535147,distance,1,False
118,GT00035,G00236,,Dagobert,black,ALU,red,red,black,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,9.00am,,Sennheiser MKE 600,in group,,,Marie,,1.414126984,1.866235828,distance,1,True
119,GT00035,G00237,,Dagobert,black,ALU,red,red,black,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,9.00am,,Sennheiser MKE 600,in group,,,Marie,,2.931292517,3.357777778,distance,1,True
120,GT00036,G00238,,Otmar,Yellow,ALU,,rwr,,,KLF grass,8.0,9.0,2020.0,08.Sep 2020,9.00am,,Sennheiser MKE 600,,,,Marie,,2.665550163,3.540226757,distance,1,False
121,GT00037,G00239,,Baycox,bwb,green,,blue,ALU,rwr,KLF grass,8.0,9.0,2020.0,08.Sep 2020,9.00am,,Sennheiser MKE 600,in group,,,Marie,,1.74046745,2.715714286,distance,1,False
122,GT00037,G00240,,Baycox,bwb,green,,blue,ALU,rwr,KLF grass,8.0,9.0,2020.0,08.Sep 2020,9.00am,,Sennheiser MKE 600,in group,,,Marie,,3.322082711,4.655419501,distance,1,True
123,GT00037,G00241,,Baycox,bwb,green,,blue,ALU,rwr,KLF grass,8.0,9.0,2020.0,08.Sep 2020,9.00am,,Sennheiser MKE 600,in group,,,Marie,,7.148348454,8.186643991,distance,1,True
124,GT00038,G00242,,Kiki,black,,,orange,ALU,green,KLF grass,8.0,9.0,2020.0,08.Sep 2020,6.00pm,,Sennheiser MKE 600,geese call from distance,,,Marie,,0.479778237,1.339546485,distance,0,False
125,GT00039,G00243,,Kruemmel,red,,,orange,ALU,green,KLF grass,8.0,9.0,2020.0,08.Sep 2020,6.00pm,,Sennheiser MKE 600,geese call from distance,,,Marie,,0.354521394,1.351360544,distance,0,False
126,GT00039,G00244,,Kruemmel,red,,,orange,ALU,green,KLF grass,8.0,9.0,2020.0,08.Sep 2020,6.00pm,,Sennheiser MKE 600,geese call from distance,,,Marie,,2.021292517,2.76526687,distance,0,True
127,GT00039,G00245,,Kruemmel,red,,,orange,ALU,green,KLF grass,8.0,9.0,2020.0,08.Sep 2020,6.00pm,,Sennheiser MKE 600,geese call from distance,,,Marie,,3.719160998,4.543328013,distance,0,True
